id_surat,nomor_surat,tanggal_diterima,pengirim,perihal,jenis_surat_id,status,raw_data
SRT-2717,695/ITERA/BAU/2025,2025-06-30,Prodi Sains Data,Aliquam ea inventore.,1,Proses,{}
SRT-2718,696/ITERA/BAU/2024,2024-07-30,Biro Akademik Umum,Repudiandae vitae harum adipisci magni.,1,Disposisi,{}
SRT-2719,697/ITERA/BAU/2025,2025-11-11,Fakultas Sains,Veritatis culpa recusandae quasi.,5,Proses,{}
SRT-2720,698/ITERA/BAU/2025,2025-08-10,Fakultas Teknologi Industri,Dolores facere iste nemo iure eos.,2,Proses,{}
SRT-2721,699/ITERA/BAU/2024,2024-11-06,Prodi Informatika,Qui alias laboriosam.,1,Disposisi,{}
SRT-2722,700/ITERA/BAU/2025,2025-10-11,Unit Kerja 12,Nisi eaque ipsa nam sequi iste tenetur molestiae.,4,Proses,{}
SRT-2723,701/ITERA/BAU/2025,2025-01-10,Unit Kerja 15,Repellendus animi tempore similique ipsam nulla.,5,Selesai,{}
SRT-2724,702/ITERA/BAU/2025,2025-01-29,Unit Kerja 13,Voluptas veniam ullam odit.,2,Disposisi,{}
SRT-2725,703/ITERA/BAU/2025,2025-02-04,Biro Umum dan Keuangan,Occaecati voluptates inventore corporis mollitia quibusdam.,4,Selesai,{}
SRT-2726,704/ITERA/BAU/2025,2025-04-27,Biro Umum dan Keuangan,Molestiae praesentium mollitia dolorem magni temporibus voluptas.,5,Disposisi,{}
SRT-2727,705/ITERA/BAU/2024,2024-06-12,Biro Akademik Umum,Impedit explicabo asperiores deleniti non.,4,Proses,{}
SRT-2728,706/ITERA/BAU/2025,2025-11-01,Unit Kerja 14,In minima corporis id.,4,Selesai,{}
SRT-2729,707/ITERA/BAU/2024,2024-05-19,Jurusan Sains,Dignissimos labore repellat enim totam architecto quis quo.,5,Proses,{}
SRT-2730,708/ITERA/BAU/2025,2025-05-03,Unit Kerja 12,Aut corporis eum dolorem consequuntur aliquid animi itaque.,4,Selesai,{}
SRT-2731,709/ITERA/BAU/2024,2024-03-31,Jurusan Sains,Laborum deserunt rem incidunt cumque illo accusamus.,5,Selesai,{}
SRT-2732,710/ITERA/BAU/2025,2025-04-25,Fakultas Sains,Autem minus fugiat vitae.,5,Disposisi,{}
SRT-2733,711/ITERA/BAU/2025,2025-01-28,Biro Akademik Umum,Odit placeat vitae cupiditate quam.,4,Selesai,{}
SRT-2734,712/ITERA/BAU/2024,2024-11-05,Unit Kerja 14,Dolor voluptate quaerat itaque ex modi quod.,2,Proses,{}
SRT-2735,713/ITERA/BAU/2024,2024-09-13,Fakultas Sains,Quia expedita eligendi.,3,Selesai,{}
SRT-2736,714/ITERA/BAU/2024,2024-01-22,Fakultas Teknologi Industri,Iusto repellendus aliquid ad repudiandae sint fugit.,2,Selesai,{}
SRT-2737,715/ITERA/BAU/2024,2024-12-18,Unit Kerja 13,Enim amet voluptate nesciunt.,3,Selesai,{}
SRT-2738,716/ITERA/BAU/2024,2024-04-10,Jurusan Teknologi Produksi dan Industri,Voluptatum in voluptatibus quis error dicta perferendis.,2,Proses,{}
SRT-2739,717/ITERA/BAU/2024,2024-06-18,Unit Kerja 14,Mollitia illo saepe ipsa quae deserunt.,4,Proses,{}
SRT-2740,718/ITERA/BAU/2024,2024-02-29,Fakultas Teknologi Industri,Quisquam ea optio nisi possimus ducimus aut.,3,Selesai,{}
SRT-2741,719/ITERA/BAU/2024,2024-11-25,Unit Kerja 13,Expedita distinctio esse possimus corporis dolore suscipit.,5,Proses,{}
SRT-2742,720/ITERA/BAU/2023,2023-12-12,Fakultas Sains,Ipsam facilis quas cumque excepturi.,5,Selesai,{}
SRT-2743,721/ITERA/BAU/2024,2024-05-01,Prodi Sains Data,Quibusdam voluptatum suscipit.,5,Disposisi,{}
SRT-2744,722/ITERA/BAU/2025,2025-03-16,Fakultas Teknologi Industri,Nobis mollitia necessitatibus error fuga magnam molestias.,2,Proses,{}
SRT-2745,723/ITERA/BAU/2025,2025-01-04,UPT TIK,Dicta ullam quo accusantium itaque magni.,3,Disposisi,{}
SRT-2746,724/ITERA/BAU/2024,2024-08-27,Unit Kerja 15,Doloribus doloribus perferendis commodi qui.,2,Proses,{}
SRT-2747,725/ITERA/BAU/2024,2024-08-11,Rektorat,At excepturi consequuntur id perferendis.,1,Disposisi,{}
SRT-2748,726/ITERA/BAU/2025,2025-10-08,Biro Umum dan Keuangan,Sunt rerum quia provident cum accusantium officiis.,5,Proses,{}
SRT-2749,727/ITERA/BAU/2025,2025-05-09,Prodi Sains Data,Magnam voluptatum tenetur earum ad non labore aliquid.,2,Proses,{}
SRT-2750,728/ITERA/BAU/2024,2024-07-19,Unit Kerja 11,Mollitia perferendis veniam odit voluptatem.,3,Selesai,{}
SRT-2751,729/ITERA/BAU/2025,2025-02-03,Unit Kerja 11,Repudiandae quos necessitatibus deserunt unde.,4,Selesai,{}
SRT-2752,730/ITERA/BAU/2025,2025-05-28,Unit Kerja 14,Officia itaque ea at.,1,Selesai,{}
SRT-2753,731/ITERA/BAU/2024,2024-08-15,Rektorat,Dicta ullam harum laborum.,5,Proses,{}
SRT-2754,732/ITERA/BAU/2024,2024-10-23,Unit Kerja 11,Expedita dolore sapiente pariatur tempore quas fugiat.,5,Selesai,{}
SRT-2755,733/ITERA/BAU/2025,2025-09-17,Rektorat,Quis laboriosam eveniet eveniet eius asperiores temporibus.,2,Selesai,{}
SRT-2756,734/ITERA/BAU/2025,2025-05-23,Unit Kerja 14,Itaque exercitationem magnam commodi voluptatem.,4,Disposisi,{}
SRT-2757,735/ITERA/BAU/2025,2025-08-03,UPT TIK,Distinctio consequuntur iure.,2,Disposisi,{}
SRT-2758,736/ITERA/BAU/2023,2023-12-16,UPT TIK,Tenetur iure alias ut commodi qui.,5,Proses,{}
SRT-2759,737/ITERA/BAU/2024,2024-09-15,Jurusan Teknologi Produksi dan Industri,Et dolorem et corrupti accusantium rem assumenda rerum.,2,Proses,{}
SRT-2760,738/ITERA/BAU/2025,2025-09-09,Prodi Sains Data,Fuga atque numquam itaque facere magnam nihil.,5,Proses,{}
SRT-2761,739/ITERA/BAU/2025,2025-09-23,Unit Kerja 13,Veniam laborum nesciunt perferendis nam laudantium saepe iure.,2,Disposisi,{}
SRT-2762,740/ITERA/BAU/2024,2024-04-23,Jurusan Sains,Quam impedit cupiditate nam repellat fugiat adipisci perspiciatis.,3,Selesai,{}
SRT-2763,741/ITERA/BAU/2025,2025-02-21,Fakultas Sains,Excepturi pariatur sequi.,3,Proses,{}
SRT-2764,742/ITERA/BAU/2025,2025-06-15,Rektorat,Cumque temporibus doloremque aliquid illo magnam eveniet.,2,Selesai,{}
SRT-2765,743/ITERA/BAU/2025,2025-03-28,Fakultas Teknologi Industri,Alias maiores sequi asperiores adipisci.,3,Disposisi,{}
SRT-2766,744/ITERA/BAU/2025,2025-04-22,Biro Umum dan Keuangan,Omnis voluptatum est reiciendis laboriosam.,2,Selesai,{}
SRT-2767,745/ITERA/BAU/2025,2025-01-03,Biro Akademik Umum,Recusandae quisquam explicabo eum nesciunt incidunt.,5,Disposisi,{}
SRT-2768,746/ITERA/BAU/2025,2025-04-22,Unit Kerja 15,Sapiente quae libero.,5,Selesai,{}
SRT-2769,747/ITERA/BAU/2024,2024-09-26,Jurusan Teknologi Produksi dan Industri,Sapiente omnis repudiandae reprehenderit.,2,Disposisi,{}
SRT-2770,748/ITERA/BAU/2025,2025-03-11,Biro Umum dan Keuangan,Sunt blanditiis ipsa voluptas inventore debitis.,2,Disposisi,{}
SRT-2771,749/ITERA/BAU/2025,2025-08-15,Rektorat,Nemo occaecati labore eaque voluptatum iure.,3,Selesai,{}
SRT-2772,750/ITERA/BAU/2024,2024-02-17,Biro Akademik Umum,Aliquid incidunt fugit assumenda suscipit.,4,Disposisi,{}
SRT-2773,751/ITERA/BAU/2025,2025-02-24,Fakultas Sains,Nulla corrupti nisi eligendi.,3,Disposisi,{}
SRT-2774,752/ITERA/BAU/2024,2024-07-03,Rektorat,Quos asperiores veniam nam odit earum.,3,Disposisi,{}
SRT-2775,753/ITERA/BAU/2024,2024-12-22,Biro Umum dan Keuangan,Excepturi libero ducimus nihil atque.,1,Selesai,{}
SRT-2776,754/ITERA/BAU/2023,2023-12-28,Biro Akademik Umum,Dolorem architecto deleniti eius porro necessitatibus.,2,Proses,{}
SRT-2777,755/ITERA/BAU/2025,2025-10-09,Unit Kerja 11,Facilis voluptates earum explicabo numquam.,2,Selesai,{}
SRT-2778,756/ITERA/BAU/2025,2025-01-13,Fakultas Teknologi Industri,Tempore itaque sed eum perspiciatis aperiam impedit harum.,3,Proses,{}
SRT-2779,757/ITERA/BAU/2025,2025-03-22,Prodi Sains Data,Labore perferendis similique minus ad quae exercitationem.,5,Proses,{}
SRT-2780,758/ITERA/BAU/2025,2025-10-22,Jurusan Teknologi Produksi dan Industri,Magnam quaerat molestias nisi ratione.,1,Selesai,{}
SRT-2781,759/ITERA/BAU/2025,2025-02-09,Unit Kerja 14,Ab non ipsa officiis ullam.,3,Selesai,{}
SRT-2782,760/ITERA/BAU/2024,2024-08-24,Fakultas Sains,Facere delectus modi autem temporibus architecto aperiam.,1,Proses,{}
SRT-2783,761/ITERA/BAU/2024,2024-12-11,Jurusan Sains,Ad delectus dicta.,5,Selesai,{}
SRT-2784,762/ITERA/BAU/2025,2025-02-12,Unit Kerja 13,Laboriosam aliquam atque esse.,2,Proses,{}
SRT-2785,763/ITERA/BAU/2024,2024-08-26,Jurusan Teknologi Produksi dan Industri,Illum corporis quaerat blanditiis.,1,Proses,{}
SRT-2786,764/ITERA/BAU/2024,2024-06-04,Unit Kerja 15,Nisi quam magni similique alias culpa.,3,Disposisi,{}
SRT-2787,765/ITERA/BAU/2025,2025-05-05,Unit Kerja 13,Ea sit odio aperiam facere rerum accusantium.,3,Disposisi,{}
SRT-2788,766/ITERA/BAU/2024,2024-08-24,Jurusan Teknologi Produksi dan Industri,Expedita laborum eos doloribus distinctio distinctio voluptas.,3,Proses,{}
SRT-2789,767/ITERA/BAU/2025,2025-01-04,Biro Umum dan Keuangan,Facere ab ullam doloribus veritatis earum corrupti.,5,Proses,{}
SRT-2790,768/ITERA/BAU/2025,2025-01-02,Biro Umum dan Keuangan,Mollitia velit suscipit et itaque dolores consectetur facere.,2,Selesai,{}
SRT-2791,769/ITERA/BAU/2024,2024-05-20,Prodi Informatika,Quae quae vitae laborum sed sunt perspiciatis.,3,Proses,{}
SRT-2792,770/ITERA/BAU/2025,2025-08-10,Biro Umum dan Keuangan,Esse blanditiis sapiente vero hic eius laborum.,2,Proses,{}
SRT-2793,771/ITERA/BAU/2024,2024-07-16,Unit Kerja 14,Beatae vel rerum distinctio ratione.,2,Proses,{}
SRT-2794,772/ITERA/BAU/2025,2025-06-14,UPT TIK,Error amet alias fugiat.,3,Disposisi,{}
SRT-2795,773/ITERA/BAU/2025,2025-02-21,Prodi Sains Data,Molestias minus esse laborum.,3,Proses,{}
SRT-2796,774/ITERA/BAU/2025,2025-01-24,Biro Umum dan Keuangan,Perferendis assumenda ipsum.,5,Proses,{}
SRT-2797,775/ITERA/BAU/2024,2024-04-22,UPT TIK,Dolorum eligendi deleniti earum veniam.,5,Proses,{}
SRT-2798,776/ITERA/BAU/2025,2025-06-04,UPT TIK,Dolorem quibusdam nulla commodi delectus nostrum deserunt.,5,Proses,{}
SRT-2799,777/ITERA/BAU/2025,2025-05-26,Prodi Sains Data,Porro dolores eos provident quod dolore.,4,Selesai,{}
SRT-2800,778/ITERA/BAU/2025,2025-02-20,Unit Kerja 13,Quo dolores rerum.,3,Selesai,{}
SRT-2801,779/ITERA/BAU/2024,2024-12-26,Unit Kerja 13,Dolore corporis magni soluta suscipit.,4,Proses,{}
SRT-2802,780/ITERA/BAU/2025,2025-09-05,Prodi Sains Data,Tempore repellendus adipisci eum ullam enim laboriosam beatae.,5,Selesai,{}
SRT-2803,781/ITERA/BAU/2024,2024-06-30,Rektorat,A sint libero.,1,Proses,{}
SRT-2804,782/ITERA/BAU/2025,2025-03-23,Biro Akademik Umum,Animi quos dolorem minus.,2,Proses,{}
SRT-2805,783/ITERA/BAU/2024,2024-10-30,UPT TIK,Dolorem enim velit facilis qui quibusdam ex.,3,Proses,{}
SRT-2806,784/ITERA/BAU/2025,2025-01-20,Prodi Sains Data,Sit libero dolor consequuntur.,2,Selesai,{}
SRT-2807,785/ITERA/BAU/2025,2025-11-21,Prodi Informatika,Dignissimos doloribus ipsa reiciendis assumenda temporibus in.,1,Selesai,{}
SRT-2808,786/ITERA/BAU/2024,2024-09-08,Prodi Informatika,Illum perspiciatis enim.,5,Proses,{}
SRT-2809,787/ITERA/BAU/2024,2024-10-09,Biro Akademik Umum,Blanditiis ad occaecati molestiae.,5,Disposisi,{}
SRT-2810,788/ITERA/BAU/2024,2024-06-23,UPT TIK,Voluptate quos voluptate eaque qui dolorum.,4,Disposisi,{}
SRT-2811,789/ITERA/BAU/2024,2024-12-08,Unit Kerja 15,Magni praesentium quibusdam soluta vitae accusamus mollitia.,4,Selesai,{}
SRT-2812,790/ITERA/BAU/2024,2024-09-25,Fakultas Teknologi Industri,Officiis aliquid a.,3,Proses,{}
SRT-2813,791/ITERA/BAU/2024,2024-06-13,Unit Kerja 14,Voluptate suscipit repellendus rem.,4,Disposisi,{}
SRT-2814,792/ITERA/BAU/2024,2024-07-18,Unit Kerja 11,Mollitia corporis quisquam consequuntur et at a illum.,1,Disposisi,{}
SRT-2815,793/ITERA/BAU/2024,2024-05-30,Unit Kerja 14,Impedit suscipit est atque omnis.,2,Selesai,{}
SRT-2816,794/ITERA/BAU/2025,2025-05-10,Jurusan Teknologi Produksi dan Industri,Velit labore ipsa laboriosam minima architecto.,4,Selesai,{}
SRT-2817,795/ITERA/BAU/2024,2024-01-19,Unit Kerja 14,Fuga quae mollitia beatae consequuntur.,2,Selesai,{}
SRT-2818,796/ITERA/BAU/2025,2025-06-21,Biro Umum dan Keuangan,Magni maxime illum vero architecto facere.,5,Selesai,{}
SRT-2819,797/ITERA/BAU/2025,2025-03-20,Jurusan Teknologi Produksi dan Industri,Qui qui nobis aliquam eveniet quibusdam.,3,Proses,{}
SRT-2820,798/ITERA/BAU/2024,2024-02-04,Fakultas Teknologi Industri,Odit quo vel doloribus.,2,Selesai,{}
SRT-2821,799/ITERA/BAU/2024,2024-09-10,Unit Kerja 14,Quaerat nobis possimus vero tempore.,3,Proses,{}
SRT-2822,800/ITERA/BAU/2025,2025-07-21,Fakultas Sains,Veritatis in ad.,3,Proses,{}
SRT-2823,801/ITERA/BAU/2025,2025-07-12,UPT TIK,Voluptates nulla doloribus sequi.,2,Selesai,{}
SRT-2824,802/ITERA/BAU/2025,2025-06-25,Prodi Informatika,Officia quas perspiciatis maiores eaque.,5,Disposisi,{}
SRT-2825,803/ITERA/BAU/2025,2025-08-11,Jurusan Sains,Voluptatem quod accusamus deleniti nostrum quia delectus quis.,4,Selesai,{}
SRT-2826,804/ITERA/BAU/2024,2024-02-26,UPT TIK,Ipsa natus repellat voluptate architecto debitis vero.,1,Disposisi,{}
SRT-2827,805/ITERA/BAU/2025,2025-09-24,Fakultas Teknologi Industri,Est nemo possimus perspiciatis cupiditate facere magni.,3,Disposisi,{}
SRT-2828,806/ITERA/BAU/2024,2024-09-22,Unit Kerja 13,Alias molestiae in.,1,Selesai,{}
SRT-2829,807/ITERA/BAU/2023,2023-12-27,Fakultas Teknologi Industri,Dolorem animi qui temporibus reprehenderit ducimus tempora quasi.,2,Selesai,{}
SRT-2830,808/ITERA/BAU/2024,2024-04-07,Unit Kerja 13,Optio vitae maiores labore.,1,Proses,{}
SRT-2831,809/ITERA/BAU/2024,2024-01-22,Unit Kerja 12,Nobis voluptatibus aut architecto neque porro a.,2,Disposisi,{}
SRT-2832,810/ITERA/BAU/2024,2024-01-25,Unit Kerja 13,Consectetur ullam veniam temporibus incidunt natus.,3,Selesai,{}
SRT-2833,811/ITERA/BAU/2024,2024-12-28,Jurusan Sains,Unde provident nam quam est quis enim rem.,2,Proses,{}
SRT-2834,812/ITERA/BAU/2024,2024-03-05,Biro Akademik Umum,Fugiat error laborum vel impedit quam.,4,Disposisi,{}
SRT-2835,813/ITERA/BAU/2025,2025-05-31,Unit Kerja 13,Unde officia id atque nisi ipsa doloremque maiores.,2,Disposisi,{}
SRT-2836,814/ITERA/BAU/2025,2025-10-11,Prodi Informatika,Soluta ea tenetur doloremque soluta deleniti provident saepe.,5,Proses,{}
SRT-2837,815/ITERA/BAU/2025,2025-02-01,Fakultas Teknologi Industri,A fuga excepturi numquam sed numquam assumenda omnis.,4,Proses,{}
SRT-2838,816/ITERA/BAU/2024,2024-08-11,Fakultas Teknologi Industri,Id reprehenderit maiores illo fugit voluptates.,3,Disposisi,{}
SRT-2839,817/ITERA/BAU/2025,2025-08-27,Biro Akademik Umum,Vero eius necessitatibus perspiciatis voluptate nesciunt dicta.,2,Disposisi,{}
SRT-2840,818/ITERA/BAU/2025,2025-09-13,Prodi Informatika,Vel saepe mollitia corporis placeat.,2,Proses,{}
SRT-2841,819/ITERA/BAU/2024,2024-07-11,Prodi Sains Data,Maxime nesciunt nobis harum architecto.,4,Disposisi,{}
SRT-2842,820/ITERA/BAU/2025,2025-08-06,UPT TIK,Provident doloremque officia numquam blanditiis dolorum repellendus voluptatem.,5,Selesai,{}
SRT-2843,821/ITERA/BAU/2024,2024-08-20,Prodi Informatika,Error cumque illum libero delectus eius.,5,Selesai,{}
SRT-2844,822/ITERA/BAU/2024,2024-11-26,Rektorat,Officiis eos nemo non quisquam ab impedit.,4,Disposisi,{}
SRT-2845,823/ITERA/BAU/2025,2025-08-30,Unit Kerja 11,Tempore dolor quae rerum ea magni labore facere.,4,Disposisi,{}
SRT-2846,824/ITERA/BAU/2025,2025-05-27,Jurusan Sains,Accusantium deleniti dolor sapiente tempore maiores.,3,Disposisi,{}
SRT-2847,825/ITERA/BAU/2024,2024-07-07,Fakultas Teknologi Industri,Doloribus officiis inventore.,5,Disposisi,{}
SRT-2848,826/ITERA/BAU/2024,2024-01-29,Fakultas Sains,Quos harum sunt vel ducimus veritatis occaecati.,4,Disposisi,{}
SRT-2849,827/ITERA/BAU/2024,2024-02-22,UPT TIK,Accusamus fuga ex perspiciatis pariatur quibusdam commodi.,5,Selesai,{}
SRT-2850,828/ITERA/BAU/2025,2025-02-24,Prodi Informatika,Animi molestiae fuga natus sit distinctio a rerum.,4,Disposisi,{}
SRT-2851,829/ITERA/BAU/2024,2024-02-24,Unit Kerja 11,Deserunt possimus quis aliquam.,3,Selesai,{}
SRT-2852,830/ITERA/BAU/2025,2025-03-13,Biro Umum dan Keuangan,Officia nesciunt cupiditate adipisci amet.,4,Selesai,{}
SRT-2853,831/ITERA/BAU/2025,2025-01-02,Unit Kerja 14,Explicabo vitae earum.,1,Disposisi,{}
SRT-2854,832/ITERA/BAU/2025,2025-07-01,Rektorat,Veritatis maiores tenetur explicabo repudiandae.,4,Selesai,{}
SRT-2855,833/ITERA/BAU/2025,2025-03-21,Biro Umum dan Keuangan,Dolores soluta numquam minima corrupti dicta.,1,Selesai,{}
SRT-2856,834/ITERA/BAU/2024,2024-02-26,Fakultas Teknologi Industri,Quasi molestias placeat architecto tempore.,3,Proses,{}
SRT-2857,835/ITERA/BAU/2025,2025-03-14,Unit Kerja 14,Quos corporis exercitationem exercitationem inventore quisquam accusamus natus.,5,Selesai,{}
SRT-2858,836/ITERA/BAU/2025,2025-10-14,Jurusan Sains,Recusandae laborum libero fuga consectetur.,1,Selesai,{}
SRT-2859,837/ITERA/BAU/2025,2025-04-15,Prodi Sains Data,Quo perspiciatis in maxime commodi enim.,4,Disposisi,{}
SRT-2860,838/ITERA/BAU/2023,2023-11-27,Unit Kerja 13,Nostrum iure recusandae culpa nostrum laborum.,2,Selesai,{}
SRT-2861,839/ITERA/BAU/2024,2024-06-04,Fakultas Sains,Blanditiis minima harum optio ratione ducimus molestias.,2,Disposisi,{}
SRT-2862,840/ITERA/BAU/2024,2024-09-13,Fakultas Sains,Fuga pariatur voluptatem porro porro doloremque.,1,Selesai,{}
SRT-2863,841/ITERA/BAU/2025,2025-05-17,Jurusan Sains,Praesentium vel praesentium laboriosam nihil dolor odit.,1,Disposisi,{}
SRT-2864,842/ITERA/BAU/2025,2025-08-12,Fakultas Sains,Odio excepturi quia maxime hic placeat.,5,Proses,{}
SRT-2865,843/ITERA/BAU/2024,2024-06-08,Jurusan Sains,Exercitationem amet quod quia saepe assumenda iusto.,2,Disposisi,{}
SRT-2866,844/ITERA/BAU/2024,2024-10-18,Prodi Sains Data,Quidem ut eveniet id.,2,Selesai,{}
SRT-2867,845/ITERA/BAU/2025,2025-02-14,Fakultas Teknologi Industri,Distinctio odio consequatur dolor repellendus minus.,3,Proses,{}
SRT-2868,846/ITERA/BAU/2024,2024-06-21,Biro Umum dan Keuangan,Cum temporibus provident odio est.,5,Proses,{}
SRT-2869,847/ITERA/BAU/2024,2024-05-01,Unit Kerja 11,Saepe sapiente ea ratione.,5,Proses,{}
SRT-2870,848/ITERA/BAU/2023,2023-12-20,Unit Kerja 14,Maiores aliquid quasi quas illo asperiores.,4,Selesai,{}
SRT-2871,849/ITERA/BAU/2025,2025-05-31,Unit Kerja 12,Cupiditate asperiores cumque quia tenetur.,1,Disposisi,{}
SRT-2872,850/ITERA/BAU/2023,2023-12-10,Biro Akademik Umum,Nesciunt exercitationem odio quis modi ipsa ut.,5,Proses,{}
SRT-2873,851/ITERA/BAU/2024,2024-10-08,Unit Kerja 11,Deleniti sed eligendi quo repudiandae.,3,Disposisi,{}
SRT-2874,852/ITERA/BAU/2024,2024-12-14,Jurusan Teknologi Produksi dan Industri,Culpa laboriosam sapiente eum quos temporibus id.,4,Selesai,{}
SRT-2875,853/ITERA/BAU/2024,2024-11-24,Unit Kerja 12,Reprehenderit totam delectus tempore voluptatum.,4,Proses,{}
SRT-2876,854/ITERA/BAU/2024,2024-07-27,Fakultas Teknologi Industri,Consectetur ipsa deserunt nisi quia.,1,Selesai,{}
SRT-2877,855/ITERA/BAU/2025,2025-08-11,Jurusan Sains,Error optio explicabo cumque.,3,Selesai,{}
SRT-2878,856/ITERA/BAU/2025,2025-11-18,Unit Kerja 15,Error debitis perferendis odio repudiandae.,4,Disposisi,{}
SRT-2879,857/ITERA/BAU/2025,2025-03-23,Prodi Sains Data,Repudiandae sapiente ab fugiat incidunt vel facere.,2,Proses,{}
SRT-2880,858/ITERA/BAU/2023,2023-12-17,Prodi Informatika,Sint aut earum consequatur.,5,Disposisi,{}
SRT-2881,859/ITERA/BAU/2024,2024-01-04,Unit Kerja 12,Repudiandae quibusdam perferendis dolores.,3,Selesai,{}
SRT-2882,860/ITERA/BAU/2025,2025-03-23,Unit Kerja 11,Soluta id nemo sunt magni.,2,Selesai,{}
SRT-2883,861/ITERA/BAU/2024,2024-04-05,Unit Kerja 14,Veritatis aut ex at aliquam ut.,2,Disposisi,{}
SRT-2884,862/ITERA/BAU/2024,2024-11-28,Unit Kerja 12,Dicta eaque rem repellendus.,3,Selesai,{}
SRT-2885,863/ITERA/BAU/2025,2025-04-14,Jurusan Teknologi Produksi dan Industri,Nobis corrupti iste labore veniam ipsa.,2,Proses,{}
SRT-2886,864/ITERA/BAU/2024,2024-06-25,Fakultas Sains,Temporibus reprehenderit voluptatum ullam corporis quo.,3,Proses,{}
SRT-2887,865/ITERA/BAU/2025,2025-05-27,Unit Kerja 12,Tenetur nam error.,1,Selesai,{}
SRT-2888,866/ITERA/BAU/2024,2024-05-29,Biro Akademik Umum,Qui nostrum harum cupiditate.,2,Disposisi,{}
SRT-2889,867/ITERA/BAU/2024,2024-08-24,Rektorat,Accusantium dolorem laudantium blanditiis doloremque modi ad.,3,Disposisi,{}
SRT-2890,868/ITERA/BAU/2025,2025-02-11,Unit Kerja 13,Rerum voluptatum mollitia ipsa.,3,Proses,{}
SRT-2891,869/ITERA/BAU/2024,2024-03-12,Unit Kerja 12,Quis animi quae nobis fugit officia.,2,Proses,{}
SRT-2892,870/ITERA/BAU/2025,2025-05-31,Biro Umum dan Keuangan,In voluptas porro eaque iure.,5,Selesai,{}
SRT-2893,871/ITERA/BAU/2024,2024-04-03,UPT TIK,Reiciendis enim harum aspernatur saepe explicabo officia.,3,Selesai,{}
SRT-2894,872/ITERA/BAU/2025,2025-06-01,Unit Kerja 11,Dolorum rem quos exercitationem enim dolorem sint eius.,3,Disposisi,{}
SRT-2895,873/ITERA/BAU/2025,2025-01-19,Unit Kerja 13,Occaecati et vel exercitationem sequi ipsa reiciendis.,4,Proses,{}
SRT-2896,874/ITERA/BAU/2025,2025-05-27,Unit Kerja 15,Saepe iusto deserunt non numquam explicabo.,2,Proses,{}
SRT-2897,875/ITERA/BAU/2024,2024-08-14,Prodi Informatika,Ab ut excepturi consectetur molestiae.,5,Proses,{}
SRT-2898,876/ITERA/BAU/2024,2024-01-04,Jurusan Sains,Suscipit ad maxime praesentium.,5,Selesai,{}
SRT-2899,877/ITERA/BAU/2025,2025-11-12,Fakultas Teknologi Industri,Vero sapiente neque reiciendis rerum.,1,Disposisi,{}
SRT-2900,878/ITERA/BAU/2025,2025-07-30,Unit Kerja 15,Adipisci distinctio vero.,2,Selesai,{}
SRT-2901,879/ITERA/BAU/2025,2025-05-23,Unit Kerja 15,Quae at modi debitis debitis quaerat pariatur.,1,Selesai,{}
SRT-2902,880/ITERA/BAU/2023,2023-12-25,Fakultas Teknologi Industri,Molestiae quis deleniti corrupti sit.,3,Disposisi,{}
SRT-2903,881/ITERA/BAU/2024,2024-01-02,Prodi Sains Data,Tenetur cumque illo tempora error iste nisi.,5,Selesai,{}
SRT-2904,882/ITERA/BAU/2024,2024-04-04,Unit Kerja 12,Quo ipsa ipsam temporibus.,2,Selesai,{}
SRT-2905,883/ITERA/BAU/2025,2025-09-23,Jurusan Sains,Aliquid iste occaecati quo id voluptas hic ex.,2,Disposisi,{}
SRT-2906,884/ITERA/BAU/2024,2024-12-17,Rektorat,Veniam voluptatibus sed sed.,2,Proses,{}
SRT-2907,885/ITERA/BAU/2024,2024-11-26,Biro Akademik Umum,In atque numquam eveniet.,5,Proses,{}
SRT-2908,886/ITERA/BAU/2025,2025-03-08,Unit Kerja 12,Unde animi nobis accusantium animi exercitationem modi.,5,Proses,{}
SRT-2909,887/ITERA/BAU/2024,2024-01-19,Fakultas Teknologi Industri,Occaecati in ipsum quibusdam dolor fugit.,5,Disposisi,{}
SRT-2910,888/ITERA/BAU/2024,2024-01-23,Unit Kerja 15,Corrupti maiores nobis consequatur.,2,Proses,{}
SRT-2911,889/ITERA/BAU/2024,2024-06-02,Jurusan Teknologi Produksi dan Industri,Laboriosam ut est quaerat laboriosam unde incidunt.,1,Disposisi,{}
SRT-2912,890/ITERA/BAU/2024,2024-07-11,Rektorat,Nulla ipsa quod quisquam.,2,Disposisi,{}
SRT-2913,891/ITERA/BAU/2025,2025-08-12,Unit Kerja 15,Aliquam illum porro quidem minus.,5,Selesai,{}
SRT-2914,892/ITERA/BAU/2024,2024-07-03,Fakultas Teknologi Industri,Quos consequuntur expedita reiciendis eveniet rerum voluptate.,1,Selesai,{}
SRT-2915,893/ITERA/BAU/2024,2024-07-10,Unit Kerja 12,Esse vel quam aspernatur magni voluptatum.,5,Proses,{}
SRT-2916,894/ITERA/BAU/2024,2024-11-01,Fakultas Teknologi Industri,Provident rerum fugit.,4,Disposisi,{}
